text,author,score,datetime
"The comments are hilarious Pro vs anti EV. Calm down people. There’s a place for both EVs and ICE and I think that’s the issue, at the moment with the current battery technology, EVs cannot replace ICE  for long journeys but for the cities they are perfect. Now the problem is EVs are getting bigger and bigger requiring bigger battery packs and you’d could argue that’s not an efficient use of resources. Small and light would be the way to go for use in cities. At the moment, it seems that plug in hybrids would be the best of both worlds, smaller battery packs with a range of 50 or so KM with the ability to hold the charge for city use. That range would suit most people’s daily driving and you have the ICE for longer trips then there’s no need for 90kwh of expensive and heavy batteries - a better use of resources cheaper and the ability to get more of them on the road.",@Lobo-ih3bh,22,2024-01-20T21:10:11Z
"I always enjoy a hub nut video and appreciate the leaf as they were a bit of a trailblazer . In a way I actually like the fact it' is bit dated. However as a life long car nut , especially in respect of classic cars , any future purchase of an EV that I may be forced into making will generate as much excitement as me buying new fridge. I find this very depressing.",@philiptidmarsh,5,2024-01-20T20:49:45Z
Super car for 10 k next. 50 KW is enough for one as electricity for couple of mounts as eco friendly. In some way in energy aspect as car it is movable battery.,@gregorizi,1,2024-01-20T20:49:43Z
Yes but a lot of hidden truths as well the electric dream is dead and they devalue faster than any one but the rich can afford not for a man living in a terrace house or block of flats also don't leave them on charge at Luton Airport whilst on your dream holiday,@user-zh5jt9rp7g,6,2024-01-20T20:47:27Z
"A superb, very objective review!",@fulwell1,5,2024-01-20T20:36:58Z
"The best thing about the Leaf is the fact the computer systems have been fully hacked or reverse engineered. Thats what has has allowed third parties to do some great things that stop the car from being scrap before its CO2 debt of manufacturer has been paid off. 

All manufacturers need to be forced to release their information so the aftermarket can create a proper repair industry",@andrewthompsonuk1,8,2024-01-20T20:25:59Z
"Having plenty of power and torque, maybe you could tow a trailer with a 30KW diesel generator to charge the batteries.",@jimdavis5230,2,2024-01-20T20:25:42Z
"A fair and balanced review, most likely another car I would consider alongside the MG4 if I had to Change the family car. I actually need to drive a Leaf again and see how it compares to the MG4 I reviewed.",@scottishcarenthusiastsandtrain,4,2024-01-20T20:23:57Z
1:00 You have given me enough reasons why we do not want to go electric...,@KirksAudioSanctum,6,2024-01-20T20:18:13Z
"Hi Ian, what are the chances of Nissan Leaf Chademo to CCS conversion kits  or adaptors ?",@mistifyme999,4,2024-01-20T20:13:26Z
EV’s would have a better chance if politicians never got involved.,@steveglover5032,8,2024-01-20T20:09:52Z
Sorry Ian seems all positive comments what about costs  now dearer to run than petrol insurance costs wear on tyres and they burst into flames and the manufacturers who can sell any and have stopped making them plus many mor disadvantages not a very balanced report😊,@user-zh5jt9rp7g,6,2024-01-20T20:06:57Z
"so much politics, so little time... I don't get it. Nobody seems to connect the dots.
I fervently believe in global warming and I like the idea of electric cars (I drive a dual fuel car and rely on LPG which is more environmentally friendly but the British government, after allowing grants for vehicle conversion subsequently forgot about LPG and so the associated fuel stations are all going… except in Europe where people think differently). 
It’s an uncoordinated mess.
 There is no way that the infrastructure to support mass EV conversion is going to happen without huge (unforeseen!) issues . The figures don't add up and even if they did there are one or two (or twelve) issues left unaddressed:
The harvesting of the required rare earths from the bottom of the sea for battery manufacture and the environmental impact is just one issue left unfaced. 
The emerging danger of electric vehicle fires is another. 
Lots of people don't live in houses suitable for EV cars. Great if you have your own drive. Not so much if you don’t.
I could go on…
Everything connects, and until someone addresses the associated problems we will be forever stuck in an ""oops, I never thought of that'' moment. Something we,  the British people seem, historically,  inordinately good at..",@grahamchalk4727,5,2024-01-20T19:58:52Z
"I have 2 EVs, and charge them both with the granny chargers. Not everyone needs a wall box",@craigk1328,7,2024-01-20T19:49:18Z
"If you like EVs, buy one and drive it. If you prefer ICE vehicles, buy one and drive it. The choice should remain for many years to come by which time the charging network and/or battery tech will be much better.",@worldofrandometry6912,25,2024-01-20T19:46:17Z
"Predictably, plenty of comments from people who despite not owning an ev or ever even driving an ev somehow think their opinion is worthwhile.",@PhineasPhlob,18,2024-01-20T19:36:00Z
Also why no cooling vents on the front of an EV ? You would think it would be a clever idea for electric cooling vents that open in hot weather to be on an EV? As that will stop the battery overheating .,@christineayres7199,4,2024-01-20T19:33:40Z
Average 22mph lol I can cycle faster than that haha the Top Gear challenge years back in London was accurate you can cycle round a town or city faster than a car lol ,@christineayres7199,1,2024-01-20T19:31:49Z
Dala's following the Chademo - CCS adaptor on his channel.. https://www.youtube.com/watch?v=5ZcSonzRW-U,@scottelkington7661,5,2024-01-20T19:30:09Z
"A very honest review, but I doubt that EVs are the future.",@rileybenstead3574,6,2024-01-20T19:30:08Z
Now. Where did I leave that tripod?,@thisiszaphodbeeblebr,3,2024-01-20T19:20:49Z
"EVs are a controversial topic and this is a great hubnut quality video about an EV. To fuel the discussion, the battery capacity of the nissan shown is equivalent to 1.36 uk gallons of diesel. For me, this small calculation is the strongest argument in favour of EVs. Cars with petrol engines, what a (really nice) waste 🙂",@hubertkrause5992,2,2024-01-20T19:19:07Z
I am still undecided about EV'S. I did notice the some power companies will fit home chargers.,@alansmith1770,3,2024-01-20T19:14:47Z
Toy car I hate electric cars,@dannyharty3656,5,2024-01-20T19:11:52Z
"Brilliant video, always enjoy the  electric reviews, enjoyed the Fiat 500 onto videos also.",@gazbaldy3925,2,2024-01-20T19:09:57Z
Will work for 90% of circumstances!rent a gas car for longer than 4hrs drives,@thayalansuntharalingam,2,2024-01-20T19:09:09Z
Will any EVs still be on the road when they are 70yrs old? I doubt that they will ever be kept on the road because the batteries will cost so much more than the car is worth. So when they get to the point that the battery needs replacing no one is ever going to do it. Who's going to buy an older EV?,@skidlid6447,7,2024-01-20T18:57:30Z
"Best thing is that they still have buttons in it, instead of a touch screen to control everything. Great video and review. Thank you.",@robbyxp1,3,2024-01-20T18:53:09Z
"If BYD becomes mainstream in Europe, the leaf will become obsolete even faster",@maxeluy,2,2024-01-20T18:43:52Z
"The EV cars will die out and are the worst climate polluter than Diesel and Gasolin cars,and who all knows soon that OIL is not FOSSIL..its Aobitic and selfproducing by the Earth soil..just see how much the Battery lithium just for one car destroy's the soil...of the earth..Research it!!!",@thoforn,5,2024-01-20T18:42:13Z
"EV's Going to have a hard time.- Ford slashes electric F-150 production by 50%.
- Ford lost $36,000 on each EV sold in the 3rd quarter.
- Gas-powered SUV and pick-up production will increase.
- GM halts electric Chevy Blazer SUV sales after consumer complaints pile up.
- EVs have 79% more [problems than gas powered cars, per Consumer Reports. ""People want safe, reliable cars.""
- Hertz cutting its EV fleet and buying more gas-powered cars.
- Freezing weather a nightmare for Chicago EV owners.",@freddythomas2112,5,2024-01-20T18:38:25Z
Having driven the earlier leaf and this one I think they’re ok at what they are designed to do. Somewhat lacking in character but a reasonable car if you have off street parking .,@user-ih7gc7dt9l,2,2024-01-20T18:32:44Z
"Adequate , if you can charge at home and don’t leave the parish , otherwise don’t bother.",@richardhowlett9424,4,2024-01-20T18:30:33Z
"CCS?  Weren't they a pop group ensemble from the 1970s?  CCS stood for Contemporary Consciousness Society, believe it or not. They had a few Top Ten hits in the early 1970s, produced by the legendary Mickie Most. A bit before your time, Ian...",@paultaylor7082,3,2024-01-20T18:26:38Z
"Battery’s enemy extreme winter & summer
And lots of planning on long trips",@rabit818,3,2024-01-20T18:23:46Z
"Any EV will not work for my lifestyle.  I often drive close to 1000 miles a day.  That would take 4 or 5 recharging stops taking a couple of hours .  EV's aren't  comparably priced to ICE cars.  How much will it cost me to wire my garage so I can charge cars in my garage?

Does the brake light come on when you ""coast"" to  stop?  Not very safe.",@danr1920,0,2024-01-20T18:14:59Z
